,disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
5281,hurricane-michael,wind,2018-10-13 16:48:15,-85.6189727642786,30.31697725855323,25,destroyed,post,hurricane-michael_00000360_post_disaster.json
5282,hurricane-florence,flooding,2018-04-06 15:49:36,-77.85990960064396,34.58997210111047,1,Unknown,pre,hurricane-florence_00000111_pre_disaster.json
5283,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.62419392638756,29.77056840015018,12,major-damage,post,hurricane-harvey_00000388_post_disaster.json
5284,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8820852814575,-0.8714813124756459,4,destroyed,post,palu-tsunami_00000132_post_disaster.json
5285,midwest-flooding,flooding,2019-01-26 17:16:23,-96.230077906805,36.2060378002121,1,Unknown,pre,midwest-flooding_00000331_pre_disaster.json
5286,hurricane-matthew,wind,2016-10-10 16:04:56,-74.15101510517613,18.57157175337366,71,destroyed,post,hurricane-matthew_00000212_post_disaster.json
5287,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.67172982917556,29.71375623062902,1,Unknown,pre,hurricane-harvey_00000169_pre_disaster.json
5288,midwest-flooding,flooding,2019-05-30 17:35:04,-96.30585387833872,36.08662441216662,2,minor-damage,post,midwest-flooding_00000374_post_disaster.json
5289,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001115_post_disaster.json
5290,socal-fire,fire,2018-11-14 18:42:58,-118.8397418969836,34.03066236366735,1,no-damage,post,socal-fire_00000296_post_disaster.json
5291,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.58742506908081,29.71369970164425,5,minor-damage,post,hurricane-harvey_00000381_post_disaster.json
5292,hurricane-matthew,wind,2016-10-10 16:04:56,-74.14193635205889,18.55173595448444,63,destroyed,post,hurricane-matthew_00000237_post_disaster.json
5293,midwest-flooding,flooding,2019-05-31 16:54:31,-92.36297051246034,34.75944264083839,1,no-damage,post,midwest-flooding_00000041_post_disaster.json
5294,socal-fire,fire,2018-11-14 18:42:58,-118.8279913540344,34.04648252116399,1,un-classified,post,socal-fire_00001178_post_disaster.json
5295,socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000569_pre_disaster.json
5296,hurricane-matthew,wind,2013-01-05 16:02:21,-73.74388683348633,18.23183309644759,1,Unknown,pre,hurricane-matthew_00000049_pre_disaster.json
5297,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6791555273808,38.55912041824894,1,Unknown,pre,santa-rosa-wildfire_00000259_pre_disaster.json
5298,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7307467766387,38.53407006831029,25,destroyed,post,santa-rosa-wildfire_00000065_post_disaster.json
5299,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.64002981227078,29.84529567430088,471,major-damage,post,hurricane-harvey_00000142_post_disaster.json
5300,socal-fire,fire,2018-10-23 18:51:02,-118.8760083956479,34.13058902295603,1,Unknown,pre,socal-fire_00000103_pre_disaster.json
5301,hurricane-michael,wind,2017-10-05 16:51:27,-85.67376129049231,30.21736370796015,1,Unknown,pre,hurricane-michael_00000417_pre_disaster.json
5302,hurricane-matthew,wind,2016-10-10 16:04:56,-74.13577450837896,18.58417043097835,36,destroyed,post,hurricane-matthew_00000164_post_disaster.json
5303,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000450_post_disaster.json
5304,hurricane-matthew,wind,2013-06-09 15:51:17,-74.12607641395434,18.64428338612011,1,Unknown,pre,hurricane-matthew_00000338_pre_disaster.json
5305,hurricane-michael,wind,2018-10-13 16:48:15,-85.62267507831142,30.19167714367727,101,destroyed,post,hurricane-michael_00000187_post_disaster.json
5306,hurricane-michael,wind,2018-10-13 16:48:15,-85.70273082087554,30.18545988866766,69,destroyed,post,hurricane-michael_00000515_post_disaster.json
5307,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000979_pre_disaster.json
5308,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000775_post_disaster.json
5309,hurricane-matthew,wind,2013-06-09 15:51:17,-74.12947403185585,18.64429559507932,1,Unknown,pre,hurricane-matthew_00000335_pre_disaster.json
5310,midwest-flooding,flooding,2019-05-31 16:54:31,-92.3478745069401,34.75854861685719,5,minor-damage,post,midwest-flooding_00000018_post_disaster.json
5311,palu-tsunami,tsunami,2016-10-25 02:26:09,119.7989386819425,-0.7912710448545218,1,Unknown,pre,palu-tsunami_00000090_pre_disaster.json
5312,socal-fire,fire,2018-10-23 18:51:02,-118.8521425043491,34.12924556858899,1,Unknown,pre,socal-fire_00000146_pre_disaster.json
5313,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000581_pre_disaster.json
5314,midwest-flooding,flooding,2019-01-26 17:16:23,-96.3398713248772,36.21038205282122,1,Unknown,pre,midwest-flooding_00000255_pre_disaster.json
5315,socal-fire,fire,2018-11-14 18:42:58,-118.8156527153918,34.09299013531584,4,destroyed,post,socal-fire_00001092_post_disaster.json
5316,socal-fire,fire,2018-11-14 18:42:58,-118.748913800092,34.15231351935871,1,no-damage,post,socal-fire_00000634_post_disaster.json
5317,hurricane-florence,flooding,2018-09-20 16:04:41,-77.89371845858544,34.61814057915003,1,no-damage,post,hurricane-florence_00000026_post_disaster.json
5318,hurricane-michael,wind,2017-11-29 16:28:19,-85.64368934669534,30.2710221700947,1,Unknown,pre,hurricane-michael_00000391_pre_disaster.json
5319,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7563427884097,38.50958599523055,1,no-damage,post,santa-rosa-wildfire_00000076_post_disaster.json
5320,socal-fire,fire,2018-10-23 18:51:02,-118.8132841457269,34.13895353622869,1,Unknown,pre,socal-fire_00000675_pre_disaster.json
5321,socal-fire,fire,2018-11-14 18:42:58,-118.7479952507757,34.05048305358375,1,no-damage,post,socal-fire_00001143_post_disaster.json
5322,hurricane-michael,wind,2017-11-29 16:28:19,-85.64221702917247,30.13548286571076,1,Unknown,pre,hurricane-michael_00000016_pre_disaster.json
5323,hurricane-michael,wind,2018-10-13 16:48:15,-85.64905951809298,30.21994340965815,48,major-damage,post,hurricane-michael_00000172_post_disaster.json
5324,socal-fire,fire,2018-10-23 18:51:02,-118.8699698099923,34.06031094242219,1,Unknown,pre,socal-fire_00000302_pre_disaster.json
5325,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.56226273384318,29.79195069038411,1,Unknown,pre,hurricane-harvey_00000380_pre_disaster.json
5326,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000858_pre_disaster.json
5327,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000197_post_disaster.json
5328,socal-fire,fire,2018-11-14 18:42:58,-118.7940583455011,34.10931307403985,49,destroyed,post,socal-fire_00000886_post_disaster.json
5329,socal-fire,fire,2018-11-14 18:42:58,-118.8544081262189,34.09787001610859,4,destroyed,post,socal-fire_00000433_post_disaster.json
5330,socal-fire,fire,2018-10-23 18:51:02,-118.7924402454087,34.08859816945786,1,Unknown,pre,socal-fire_00000938_pre_disaster.json
5331,hurricane-matthew,wind,2016-10-10 16:04:56,-74.12770527285166,18.5450436784433,8,destroyed,post,hurricane-matthew_00000334_post_disaster.json
5332,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7543371431063,38.55009300321696,1,Unknown,pre,santa-rosa-wildfire_00000200_pre_disaster.json
5333,hurricane-michael,wind,2018-10-13 16:48:15,-85.65470426523542,30.160774745822,44,major-damage,post,hurricane-michael_00000202_post_disaster.json
5334,midwest-flooding,flooding,2019-01-26 17:17:36,-92.32416350044042,34.72064291821726,1,Unknown,pre,midwest-flooding_00000058_pre_disaster.json
5335,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6702106813125,38.53573135570296,16,destroyed,post,santa-rosa-wildfire_00000241_post_disaster.json
5336,guatemala-volcano,volcano,2018-02-05 17:10:04,-90.8667450522172,14.37600370711963,1,Unknown,pre,guatemala-volcano_00000013_pre_disaster.json
5337,hurricane-michael,wind,2018-10-13 16:48:15,-85.69689760268245,30.18600320678545,90,destroyed,post,hurricane-michael_00000523_post_disaster.json
5338,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.64359373150118,29.88598528919062,1,Unknown,pre,hurricane-harvey_00000195_pre_disaster.json
5339,palu-tsunami,tsunami,2018-02-20 02:24:45,119.9131326348497,-0.9439824067669099,1,Unknown,pre,palu-tsunami_00000164_pre_disaster.json
5340,santa-rosa-wildfire,fire,2017-06-21 19:09:01,,,1,Unknown,pre,santa-rosa-wildfire_00000125_pre_disaster.json
5341,hurricane-michael,wind,2018-10-13 16:48:15,-85.64129985645673,30.20019660141303,38,destroyed,post,hurricane-michael_00000052_post_disaster.json
5342,midwest-flooding,flooding,2019-05-31 16:54:31,-92.33339644298199,34.79541239632015,10,destroyed,post,midwest-flooding_00000005_post_disaster.json
5343,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000194_post_disaster.json
5344,socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000015_pre_disaster.json
5345,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000432_pre_disaster.json
5346,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.63459709152089,29.96048050301385,21,major-damage,post,hurricane-harvey_00000255_post_disaster.json
5347,hurricane-florence,flooding,2018-09-20 16:04:41,-77.997044541613,34.68242446957363,2,minor-damage,post,hurricane-florence_00000324_post_disaster.json
5348,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.17914095390233,19.29821379428703,1,no-damage,post,mexico-earthquake_00000044_post_disaster.json
5349,socal-fire,fire,2018-11-14 18:42:58,-118.7202840038257,34.03153873043728,1,no-damage,post,socal-fire_00001241_post_disaster.json
5350,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.56752074679187,29.77880025497869,1,no-damage,post,hurricane-harvey_00000436_post_disaster.json
5351,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8411921184283,-0.9019250227126913,1,Unknown,pre,palu-tsunami_00000118_pre_disaster.json
5352,hurricane-harvey,flooding,2017-08-31 17:39:25,-95.33948098795828,29.76509615927905,1,no-damage,post,hurricane-harvey_00000016_post_disaster.json
5353,santa-rosa-wildfire,fire,2017-10-11 19:19:41,,,1,Unknown,post,santa-rosa-wildfire_00000247_post_disaster.json
5354,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.20967599791832,19.3180403692544,8,minor-damage,post,mexico-earthquake_00000074_post_disaster.json
5355,hurricane-matthew,wind,2013-01-05 16:02:21,-73.74385974076915,18.20618044127066,1,Unknown,pre,hurricane-matthew_00000050_pre_disaster.json
5356,hurricane-michael,wind,2018-10-13 16:48:15,-85.63462872179377,30.24495703701107,43,destroyed,post,hurricane-michael_00000443_post_disaster.json
5357,hurricane-florence,flooding,2018-09-20 16:04:41,-77.91366601379713,34.77597769749941,27,major-damage,post,hurricane-florence_00000437_post_disaster.json
5358,socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000019_pre_disaster.json
5359,hurricane-matthew,wind,2013-06-09 15:51:17,-74.12438835801653,18.5843075092952,1,Unknown,pre,hurricane-matthew_00000171_pre_disaster.json
5360,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.616689592796,29.76917479561656,256,major-damage,post,hurricane-harvey_00000467_post_disaster.json
5361,socal-fire,fire,2018-10-23 18:51:02,-118.8965031389312,34.08707425598037,1,Unknown,pre,socal-fire_00000253_pre_disaster.json
5362,hurricane-florence,flooding,2018-04-06 15:49:36,-77.86847613538696,34.59081081913814,1,Unknown,pre,hurricane-florence_00000100_pre_disaster.json
5363,midwest-flooding,flooding,2019-05-30 17:35:04,-96.33140946543516,36.20162865662149,2,minor-damage,post,midwest-flooding_00000251_post_disaster.json
5364,hurricane-matthew,wind,2013-06-09 15:51:17,-74.12025355866034,18.56324545982946,1,Unknown,pre,hurricane-matthew_00000281_pre_disaster.json
5365,midwest-flooding,flooding,2019-05-30 17:35:04,-96.34167415001014,36.26747310631825,10,destroyed,post,midwest-flooding_00000130_post_disaster.json
5366,hurricane-florence,flooding,2018-09-20 16:04:41,-77.9097755268007,34.78515196438723,14,major-damage,post,hurricane-florence_00000381_post_disaster.json
5367,hurricane-michael,wind,2017-11-29 16:28:19,-85.64792757004804,30.09716076011032,1,Unknown,pre,hurricane-michael_00000036_pre_disaster.json
5368,socal-fire,fire,2018-10-23 18:51:02,-118.8909082908355,34.13489525609989,1,Unknown,pre,socal-fire_00000126_pre_disaster.json
5369,hurricane-matthew,wind,2016-10-08 15:33:12,-73.55974980652447,18.25943344446373,69,destroyed,post,hurricane-matthew_00000293_post_disaster.json
5370,hurricane-michael,wind,2017-11-29 16:28:19,-85.65985127425579,30.2928902946473,1,Unknown,pre,hurricane-michael_00000305_pre_disaster.json
5371,hurricane-michael,wind,2018-10-13 16:48:15,-85.62225702312367,30.16741671607979,92,destroyed,post,hurricane-michael_00000266_post_disaster.json
5372,midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000200_pre_disaster.json
5373,socal-fire,fire,2018-11-14 18:42:58,-118.8872479999726,34.14488897535319,1,no-damage,post,socal-fire_00000153_post_disaster.json
5374,midwest-flooding,flooding,2019-01-26 17:16:23,-96.29054100642828,35.95814061404779,1,Unknown,pre,midwest-flooding_00000397_pre_disaster.json
5375,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000751_post_disaster.json
5376,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.65360799038498,29.88569611390546,1,Unknown,pre,hurricane-harvey_00000233_pre_disaster.json
5377,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001334_post_disaster.json
5378,hurricane-matthew,wind,2016-10-10 16:04:56,-74.11542912678453,18.54552950808599,12,major-damage,post,hurricane-matthew_00000343_post_disaster.json
5379,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7410206797276,38.49705668016833,1,Unknown,pre,santa-rosa-wildfire_00000078_pre_disaster.json
5380,hurricane-matthew,wind,2013-06-09 15:51:17,-74.15516329084075,18.56773134487169,1,Unknown,pre,hurricane-matthew_00000176_pre_disaster.json
5381,hurricane-florence,flooding,2018-04-06 15:49:36,-77.87990110056646,34.61570191979312,1,Unknown,pre,hurricane-florence_00000083_pre_disaster.json
5382,hurricane-florence,flooding,2018-04-06 15:49:36,-77.87014911475129,34.78954818701239,1,Unknown,pre,hurricane-florence_00000506_pre_disaster.json
5383,hurricane-harvey,flooding,2017-02-16 17:11:21,-95.45768436230503,29.72701345915991,1,Unknown,pre,hurricane-harvey_00000008_pre_disaster.json
5384,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001004_pre_disaster.json
5385,hurricane-michael,wind,2018-10-13 16:48:15,-85.67900824075925,30.18850199911438,53,destroyed,post,hurricane-michael_00000444_post_disaster.json
5386,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8664000867374,-0.7840033113893425,7,destroyed,post,palu-tsunami_00000043_post_disaster.json
5387,midwest-flooding,flooding,2019-01-26 17:16:23,-96.25560549981574,36.23467281227847,1,Unknown,pre,midwest-flooding_00000178_pre_disaster.json
5388,hurricane-florence,flooding,2018-09-20 16:04:41,-77.95409509313248,34.71221630738264,4,minor-damage,post,hurricane-florence_00000245_post_disaster.json
5389,hurricane-michael,wind,2018-10-13 16:48:15,-85.6797472613762,30.22114745527679,23,major-damage,post,hurricane-michael_00000409_post_disaster.json
5390,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.65670685973377,29.95858369140649,7,destroyed,post,hurricane-harvey_00000285_post_disaster.json
5391,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7359086076422,38.48301500684005,84,destroyed,post,santa-rosa-wildfire_00000103_post_disaster.json
5392,socal-fire,fire,2018-10-23 18:51:21,-118.9377425245584,34.10525103987617,1,Unknown,pre,socal-fire_00000061_pre_disaster.json
5393,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000992_pre_disaster.json
5394,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8819338566642,-0.8549586837884897,1,Unknown,pre,palu-tsunami_00000133_pre_disaster.json
5395,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.52255420346056,29.7438892584558,62,destroyed,post,hurricane-harvey_00000486_post_disaster.json
5396,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000388_pre_disaster.json
5397,guatemala-volcano,volcano,2018-02-05 17:10:04,-90.82564917941873,14.40494591957555,1,Unknown,pre,guatemala-volcano_00000018_pre_disaster.json
5398,midwest-flooding,flooding,2019-05-30 17:35:04,-96.25819972597053,35.96874068149224,1,no-damage,post,midwest-flooding_00000386_post_disaster.json
5399,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.66903030703695,29.81887260956805,149,destroyed,post,hurricane-harvey_00000114_post_disaster.json
5400,hurricane-florence,flooding,2018-08-23 16:38:58,-79.05174875419176,33.62232228295167,1,Unknown,pre,hurricane-florence_00000002_pre_disaster.json
5401,hurricane-michael,wind,2017-11-29 16:28:19,-85.63435551437229,30.28489533125195,1,Unknown,pre,hurricane-michael_00000334_pre_disaster.json
5402,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000698_post_disaster.json
5403,hurricane-michael,wind,2018-10-13 16:48:15,-85.64891868942279,30.22134385743211,55,major-damage,post,hurricane-michael_00000181_post_disaster.json
5404,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.58862635308452,29.4922861457777,18,destroyed,post,hurricane-harvey_00000277_post_disaster.json
5405,hurricane-michael,wind,2018-10-13 16:48:15,-85.64907580826316,30.17491584386392,85,destroyed,post,hurricane-michael_00000212_post_disaster.json
5406,midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000214_pre_disaster.json
5407,hurricane-matthew,wind,2016-10-08 15:33:12,-73.55163922184887,18.27170984360447,1,no-damage,post,hurricane-matthew_00000295_post_disaster.json
5408,hurricane-matthew,wind,2016-10-10 16:04:56,-74.13421987726478,18.55500557048151,11,destroyed,post,hurricane-matthew_00000332_post_disaster.json
5409,socal-fire,fire,2018-10-23 18:50:43,-118.7238435855214,34.15104448804492,1,Unknown,pre,socal-fire_00001019_pre_disaster.json
5410,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000335_pre_disaster.json
5411,hurricane-florence,flooding,2018-09-20 16:04:41,-77.98596004860215,34.70830102996062,1,no-damage,post,hurricane-florence_00000256_post_disaster.json
5412,socal-fire,fire,2018-11-14 18:42:58,-118.9389929588864,34.1007162989079,1,no-damage,post,socal-fire_00000455_post_disaster.json
5413,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7148213805648,38.47547318579291,1,Unknown,pre,santa-rosa-wildfire_00000097_pre_disaster.json
5414,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7620084043055,38.4925958846276,1,Unknown,pre,santa-rosa-wildfire_00000003_pre_disaster.json
