disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001034_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.66333184177759,30.18359970720206,4,minor-damage,post,hurricane-michael_00000111_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000023_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.27830845693563,36.13854553981397,33,destroyed,post,midwest-flooding_00000373_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.64815247829453,29.72196483347401,4,minor-damage,post,hurricane-harvey_00000188_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.21620418618001,36.36731734202417,1,Unknown,pre,midwest-flooding_00000094_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.31871653979917,36.27182458492199,1,no-damage,post,midwest-flooding_00000180_post_disaster.json
hurricane-michael,wind,2017-10-05 16:51:27,-85.76739911781544,30.16870890746363,1,Unknown,pre,hurricane-michael_00000470_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.61013544693472,30.19998660340423,1,Unknown,pre,hurricane-michael_00000215_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001034_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.32589839602313,36.12456104456237,1,Unknown,pre,midwest-flooding_00000341_pre_disaster.json
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6638830698216,38.46763690399878,1,Unknown,pre,santa-rosa-wildfire_00000363_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6637685683967,38.43460905971536,1,no-damage,post,santa-rosa-wildfire_00000316_post_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.1321200931182,18.55276961971531,64,destroyed,post,hurricane-matthew_00000339_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7246870869822,38.51913877625961,1,Unknown,pre,santa-rosa-wildfire_00000025_pre_disaster.json
midwest-flooding,flooding,2019-05-31 16:54:31,-92.34305754825934,34.72148687022317,1,no-damage,post,midwest-flooding_00000055_post_disaster.json
socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000773_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7621441844983,34.10502329342273,17,destroyed,post,socal-fire_00000803_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.65930137263203,30.1867921441408,1,Unknown,pre,hurricane-michael_00000117_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.65460773603697,29.83450305668778,268,destroyed,post,hurricane-harvey_00000125_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000664_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.90579806893369,34.77490564815369,1,Unknown,pre,hurricane-florence_00000440_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.9415813379923,34.57393798271978,1,no-damage,post,hurricane-florence_00000170_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.39763615154412,30.03764781197692,19,major-damage,post,hurricane-harvey_00000038_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8965618182184,34.071599170906,1,Unknown,pre,socal-fire_00000165_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.29901645170725,35.93229598170094,2,minor-damage,post,midwest-flooding_00000227_post_disaster.json
palu-tsunami,tsunami,2018-02-20 02:24:45,119.8931894598092,-0.9806768334304476,1,Unknown,pre,palu-tsunami_00000190_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.11667673387709,18.26339649085579,1,Unknown,pre,hurricane-matthew_00000391_pre_disaster.json
palu-tsunami,tsunami,2017-07-12 02:27:03,119.8829932027079,-0.8463584181811521,1,Unknown,pre,palu-tsunami_00000172_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.34531025704584,36.26749710640301,1,Unknown,pre,midwest-flooding_00000129_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.61242969097117,30.29515249540959,1,Unknown,pre,hurricane-michael_00000335_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.62008611931023,29.52508628679686,1,Unknown,pre,hurricane-harvey_00000279_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000118_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.29979413135709,36.19974148238978,1,Unknown,pre,midwest-flooding_00000300_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6808990925826,38.55992145489857,21,destroyed,post,santa-rosa-wildfire_00000197_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.63151217585532,30.09858026429288,2,minor-damage,post,hurricane-michael_00000062_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8067269596222,34.08012259296898,4,destroyed,post,socal-fire_00000936_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.54683145605809,29.74249492804157,1,Unknown,pre,hurricane-harvey_00000359_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.94271656713433,34.77073874513088,1,no-damage,post,hurricane-florence_00000463_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.5852599914595,29.79148497943685,1,Unknown,pre,hurricane-harvey_00000363_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000066_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000136_pre_disaster.json
hurricane-michael,wind,2017-10-05 16:51:27,-85.6778837009642,30.23412431583477,1,Unknown,pre,hurricane-michael_00000400_pre_disaster.json
hurricane-matthew,wind,2016-10-11 15:59:14,-74.15607625194663,18.64859313782202,23,destroyed,post,hurricane-matthew_00000246_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.38530628698794,36.11534350768137,1,Unknown,pre,midwest-flooding_00000390_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9179426730597,34.04373388690948,4,destroyed,post,socal-fire_00000846_post_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.11484724306379,18.55392427437172,37,destroyed,post,hurricane-matthew_00000357_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.63803964268652,30.14862182627242,27,major-damage,post,hurricane-michael_00000282_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.64227459546855,30.15814848458032,1,Unknown,pre,hurricane-michael_00000227_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7887354167566,34.11384532776666,196,destroyed,post,socal-fire_00000667_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.9892808732746,34.71333306424899,1,Unknown,pre,hurricane-florence_00000311_pre_disaster.json
hurricane-matthew,wind,2016-10-09 15:32:03,-73.75538822112824,18.19335976874773,623,major-damage,post,hurricane-matthew_00000098_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.66321255689968,29.99066595584662,1,Unknown,pre,hurricane-harvey_00000256_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:22,-96.21466857831095,36.20954727099429,1,un-classified,post,midwest-flooding_00000321_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7426188425716,34.14399070398306,1,no-damage,post,socal-fire_00000641_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.23509072639052,36.22965232408311,1,Unknown,pre,midwest-flooding_00000241_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7201607707251,38.47524171746086,169,destroyed,post,santa-rosa-wildfire_00000092_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.35421255909456,36.11921675668536,1,no-damage,post,midwest-flooding_00000434_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8200967048159,34.13858295554747,1,no-damage,post,socal-fire_00000658_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7049886242694,38.51271936675082,69,destroyed,post,santa-rosa-wildfire_00000255_post_disaster.json
mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.1813970318223,19.30462296759002,1,Unknown,pre,mexico-earthquake_00000116_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.95459700732191,34.55654197683877,1,Unknown,pre,hurricane-florence_00000155_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001026_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7569548825486,38.48013996569333,159,destroyed,post,santa-rosa-wildfire_00000077_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.73232256647086,30.18418609924155,4,major-damage,post,hurricane-michael_00000503_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.60647035150313,29.73920905975127,1,Unknown,pre,hurricane-harvey_00000449_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:22,-96.21152573187948,36.14663315615733,17,major-damage,post,midwest-flooding_00000369_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.87969570134365,34.88043219304978,1,un-classified,post,hurricane-florence_00000532_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.66059301639912,29.96231488589797,1,Unknown,pre,hurricane-harvey_00000229_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.6350961362019,29.88308917274795,1,no-damage,post,hurricane-harvey_00000247_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.65997707537262,29.9994451315613,1,Unknown,pre,hurricane-harvey_00000209_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000407_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.59704576550958,29.77248982176457,1,no-damage,post,hurricane-harvey_00000409_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7323589372312,38.41603131994767,1,Unknown,pre,santa-rosa-wildfire_00000219_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.94046154434216,34.87534557205556,1,Unknown,pre,hurricane-florence_00000539_pre_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.76094548896074,18.1867970391315,1,Unknown,pre,hurricane-matthew_00000151_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.63986468439239,30.24494093073909,1,Unknown,pre,hurricane-michael_00000438_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.15140670209844,18.54760367086311,1,Unknown,pre,hurricane-matthew_00000315_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000310_pre_disaster.json
hurricane-matthew,wind,2016-10-11 15:59:14,-74.11949216816015,18.65390835953949,59,destroyed,post,hurricane-matthew_00000292_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7678314160898,34.11238136626619,1,Unknown,pre,socal-fire_00000703_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-78.02838880578499,34.7395137590289,1,Unknown,pre,hurricane-florence_00000412_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,,,1,Unknown,pre,hurricane-harvey_00000322_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000424_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.90952662219107,34.80770931096659,17,minor-damage,post,hurricane-florence_00000520_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001069_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000440_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.64492171672356,29.62209439882189,1,Unknown,pre,hurricane-harvey_00000083_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8737711279313,-0.8757342929539007,34,destroyed,post,palu-tsunami_00000059_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7969119269209,34.09023309540463,62,destroyed,post,socal-fire_00000682_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-78.00575353515524,34.75489299723294,1,Unknown,pre,hurricane-florence_00000385_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.09876618741907,18.56927728027022,30,destroyed,post,hurricane-matthew_00000230_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.94158133794674,34.57393798275046,1,Unknown,pre,hurricane-florence_00000170_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8791431101263,34.12575990674431,1,Unknown,pre,socal-fire_00000355_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.10943553996199,18.5693963755636,27,destroyed,post,hurricane-matthew_00000214_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.22711285498616,19.2589215689514,1,no-damage,post,mexico-earthquake_00000170_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6974986405125,38.50533837163216,10,destroyed,post,santa-rosa-wildfire_00000240_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:39:25,-95.35739449342233,29.76048768538856,9,minor-damage,post,hurricane-harvey_00000014_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6943269710697,38.56141326418633,43,destroyed,post,santa-rosa-wildfire_00000188_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7412698830721,38.49968351356041,55,destroyed,post,santa-rosa-wildfire_00000016_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,,,1,Unknown,post,hurricane-florence_00000270_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000860_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001401_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000143_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,,,1,Unknown,pre,hurricane-matthew_00000386_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.64835743500015,29.88998401157726,1,no-damage,post,hurricane-harvey_00000193_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7032811894815,38.47847166124604,282,destroyed,post,santa-rosa-wildfire_00000029_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7516984352465,38.47953725455105,814,destroyed,post,santa-rosa-wildfire_00000157_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7993751726519,34.09494892324623,1,Unknown,pre,socal-fire_00000924_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.77191662322255,30.18792031887677,3,minor-damage,post,hurricane-michael_00000525_post_disaster.json
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6850529193698,38.52235691271894,1,Unknown,pre,santa-rosa-wildfire_00000282_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8284083212546,34.0267832887062,1,Unknown,pre,socal-fire_00000479_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9336392808298,34.05002516458909,25,destroyed,post,socal-fire_00000837_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.34446749094484,36.17636207726022,1,Unknown,pre,midwest-flooding_00000307_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7521794792816,34.11461085916386,1,Unknown,pre,socal-fire_00000567_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,,,1,Unknown,pre,hurricane-michael_00000396_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000326_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8362910061612,-0.87890724268252,358,destroyed,post,palu-tsunami_00000060_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7005334298071,38.49246351457923,1,Unknown,pre,santa-rosa-wildfire_00000048_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:21,-95.39763615153096,30.03764781198301,1,Unknown,pre,hurricane-harvey_00000038_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000943_pre_disaster.json
hurricane-matthew,wind,2016-10-11 15:59:14,-74.13952601537899,18.64721337517567,43,destroyed,post,hurricane-matthew_00000266_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.64051544418552,29.77481845924003,1,Unknown,pre,hurricane-harvey_00000198_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000067_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.58088712725791,29.73968183824091,1,Unknown,pre,hurricane-harvey_00000395_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.15813463773691,18.5745157246087,1,Unknown,pre,hurricane-matthew_00000203_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8704144674084,34.05509335037514,35,destroyed,post,socal-fire_00000350_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.61196216632486,29.51971812803325,50,major-damage,post,hurricane-harvey_00000199_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001157_post_disaster.json
hurricane-michael,wind,2017-10-05 16:51:27,-85.67906881170576,30.11590937478895,1,Unknown,pre,hurricane-michael_00000376_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.23851228449975,36.39377189523794,1,Unknown,pre,midwest-flooding_00000080_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.11667673387711,18.26339649085578,10,destroyed,post,hurricane-matthew_00000391_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.4783827392747,29.71811784034093,1,no-damage,post,hurricane-harvey_00000013_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.63874574523558,30.22173848195256,1,Unknown,pre,hurricane-michael_00000201_pre_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.75538816003902,18.19335982553768,1,Unknown,pre,hurricane-matthew_00000098_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.86359507786766,34.5985314369641,19,major-damage,post,hurricane-florence_00000109_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.94120743982859,34.61501710908811,1,no-damage,post,hurricane-florence_00000041_post_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.7539059195406,18.21454050953234,1,Unknown,pre,hurricane-matthew_00000032_pre_disaster.json
